116.20689655172413, 37.26299694189603
121.83908045977012, 34.064905620584206
123.67816091954023, 29.940683328060743
115.28735632183908, 23.315933776231155
108.27586206896552, 22.10719181693557
103.9080459770115, 21.821944532320998
101.37931034482759, 21.449172202889386
99.88505747126437, 22.36317621006011
98.50574712643677, 23.552673204682065
98.16091954022988, 24.74454286618159
98.73563218390805, 26.3972371612359
97.24137931034483, 27.494727406938736
93.67816091954023, 26.936096172097436
88.85057471264368, 27.383739322999055
85.28735632183908, 27.742539280818313
80.3448275862069, 30.024781187387962
79.54022988505747, 32.22477064220183
78.96551724137932, 33.96657175999157
77.24137931034483, 34.880048507856166
75.40229885057471, 36.61894969946219
75.40229885057471, 39.18775703891174
79.42528735632185, 42.316250131814826
89.88505747126437, 41.78978171464726
116.4367816091954, 37.171781081936096
